ident,superkingdom,phylum,class,order,family,genus,species
GCF_001457635.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus pneumoniae
